timestamp,chromeos_version,chrome_version,appid,track,hardware
2015-03-22 23:19:53.988510,6680.64.0,41.0.2272.89,9334BFCE-8C16-59D1-9274-AD14AC4EC0DE,stable-channel,HP Chromebook
2015-03-22 23:19:53.865670,6812.42.0,42.0.2311.50,9334BFCE-8C16-59D1-9274-AD14AC4EC0DE,beta-channel,HP Chromebook
2015-03-22 23:19:53.683110,6885.0.0,43.0.2334.0,9334BFCE-8C16-59D1-9274-AD14AC4EC0DE,dev-channel,HP Chromebook
2015-03-22 23:19:53.472000,6680.64.0,41.0.2272.89,C3EA54EB-348D-5118-8598-CFD6317AD268,stable-channel,HP Chromebox
2015-03-22 23:19:53.355440,6680.52.0,41.0.2272.74,C3EA54EB-348D-5118-8598-CFD6317AD268,beta-channel,HP Chromebox
2015-03-22 23:19:53.284100,6885.0.0,43.0.2334.0,C3EA54EB-348D-5118-8598-CFD6317AD268,dev-channel,HP Chromebox
2015-03-22 23:19:53.122090,6680.64.0,41.0.2272.89,D0DBB0D9-6EEB-B148-F8AF-AE8AF86ECE5B,stable-channel,Lenovo ThinkPad 11e Chromebook
2015-03-22 23:19:53.049040,6812.42.0,42.0.2311.50,D0DBB0D9-6EEB-B148-F8AF-AE8AF86ECE5B,beta-channel,Lenovo ThinkPad 11e Chromebook
2015-03-22 23:19:52.926560,6797.0.0,42.0.2305.2,D0DBB0D9-6EEB-B148-F8AF-AE8AF86ECE5B,dev-channel,Lenovo ThinkPad 11e Chromebook
2015-03-22 23:19:52.852560,6680.64.0,41.0.2272.89,BBCEB6C1-5567-09B4-1619-DAD125AC892D,stable-channel,Lenovo N20 Chromebook
2015-03-22 23:19:52.781370,6812.34.0,42.0.2311.41,BBCEB6C1-5567-09B4-1619-DAD125AC892D,beta-channel,Lenovo N20 Chromebook
2015-03-22 23:19:52.707920,6797.0.0,42.0.2305.2,BBCEB6C1-5567-09B4-1619-DAD125AC892D,dev-channel,Lenovo N20 Chromebook
2015-03-22 23:19:52.520010,6680.64.0,41.0.2272.89,777CE760-E315-FF86-2837-D51D10BA7C52,stable-channel,Asus Chromebook C200
2015-03-22 23:19:52.290600,6812.42.0,42.0.2311.50,777CE760-E315-FF86-2837-D51D10BA7C52,beta-channel,Asus Chromebook C200
2015-03-22 23:19:52.217260,6797.0.0,42.0.2305.2,777CE760-E315-FF86-2837-D51D10BA7C52,dev-channel,Asus Chromebook C200
2015-03-22 23:19:52.146510,6680.64.0,41.0.2272.89,A772AA64-E906-A01E-1DFD-1856870D39EC,stable-channel,Asus Chromebook C300
2015-03-22 23:19:52.026390,6812.42.0,42.0.2311.50,A772AA64-E906-A01E-1DFD-1856870D39EC,beta-channel,Asus Chromebook C300
